,actual_answer,predicted_answer,answer_match
268,,"motor, which he demonstrated to great effect at exhibitions in vienna",
269,hampshire county council,,0.0
270,,"javascript. if written in some "" high - level "" languages, apps written for windows runtime can be compatible with both intel and arm versions of windows, otherwise they are not binary code compatible. components may be compiled as windows runtime components, permitting consumption by all compatible languages. to ensure stability and security, apps run within a sandboxed environment, and require permissions to access",
271,glow-in-the-dark,in what types of paints was radium,0.0
272,its fighting irish football team,"1900s for its fighting irish football team, especially under the guidance of the legendary coach knute rockne. the university's athletic teams are members of the ncaa division i and are known collectively as the fighting irish. the football team, an independent, has accumulated eleven consensus national championships, seven heisman trophy winners",1.0
273,,,
274,"guerrillas throughout central asia, known as basmachi",,0.0
275,indian ocean,"goods. for the most part, however, relatively small urban centers with markets proliferated around the country. town markets mainly traded food, with some necessary manufactures such as pins or oil. despite the xenophobia and intellectual introspection characteristic of the increasingly popular new school of neo - confucianism, china under the early ming dynasty was not isolated. foreign trade and other contacts with the outside world, particularly japan, increased considerably. chinese merchants explored all of the indian ocean, reaching east africa with the treasure voyages",1.0
276,jay-z and alicia keys,,0.0
277,half million,"- purpose institutions, such as st. john's university, the juilliard school, manhattan college, the college of mount saint vincent, the new school, pratt",0.0
278,,,
279,action lauterbacher,"conference, on 15 december 1941, the first jews from hanover were deported to riga. a total of 2, 400 people were deported, and very few survived. during the war seven concentration camps were constructed in hanover, in which many jews were confined. of the approximately 4, 800 jews who had lived in hannover in 1938, fewer than 100 were still in the city when troops of the united states army arrived on 10 april 1945 to occupy hanover at the",0.0
280,92 percent,,0.0
281,the north coast,"iii airport on the north coast of the island that is served by small regional commercial aircraft and charters. the nearest airport with a runway length sufficient to land a typical commercial jet airliner is on the neighboring island of sint maarten : princess juliana international airport, which acts as a hub, providing connecting flights with regional carriers to st. barthelemy. several international airlines and domestic caribbean airlines operate in this sector. [sep]",1.0
282,singing and dancing,,0.0
283,,""" object "" of the new metropolitan police, was changed by robert peel to the "" principal object, "" which was the "" prevention of crime. "" later historians would attribute the perception of england's "" appearance of orderliness and love of public order "" to the preventive",
284,"love, relationships, and monogamy","as well as female sexuality and empowerment. on stage, her dynamic, highly choreographed performances have led to critics hailing her as one of the best entertainers in contemporary popular music. throughout a career spanning 19 years",0.0
285,"260,000 tajik",,0.0
286,her family and retainers,,0.0
287,"20,219",,0.0
288,"200,000",,0.0
289,,,
290,,,
291,,,
292,indicate a preference,"[sep] similarly, the federal constitutional initiative allows citizens to put a constitutional amendment to a national vote, if 100, 000 voters sign the proposed amendment within 18 months. [ note 8 ] parliament can supplement the proposed amendment with a counter - proposal, and then voters must indicate a preference on the ballot in case both proposals are accepted. constitutional amendments, whether introduced by initiative or in parliament, must be accepted by a double majority of the national popular vote and the cantonal popular votes. [ note 9 ] [sep] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad]",1.0
293,hegel,,0.0
294,special authorized (by the database owner) personnel,", or specific queries ), or utilizing specific access paths to the former ( e. g., using specific indexes or other data structures to access information ). database access controls are set by special authorized ( by the database owner ) personnel that uses dedicated protected security dbms interfaces. [sep] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad]",0.0
295,1984,,0.0
296,,"nedersticht,'lower sticht'), but also extended to the northeast. the feudal conflict of the middle ages heavily affected utrecht. the prince - bishopric was involved in almost continuous conflicts with the counts of holland and the dukes of guelders. the veluwe region was seized by guelders, but large areas in the modern province of overijssel remained as the oversticht. [sep] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad]",
297,fortaleza del cerro,"##aleza del cerro overlooks the bay of montevideo. an observation post at this location was first built by the spanish in the late 18th century. in 1802, a beacon replaced the observation post ; construction of the fortress began in 1809 and was completed in 1839. it has been involved in many historical developments and has been repeatedly taken over by various sides. in 1907, the old beacon was replaced with a stronger electric one. it has been a national monument since 1931 and has housed a military museum since 1916. today it is one of the tourist attractions of montevideo. [sep] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad]",0.0
298,thorium,,0.0
299,,,
300,,,
301,one half,,0.0
302,,"al gore, around 500 votes separated the two candidates for the all - decisive florida electoral votes that landed bush the election win. florida's felony disenfranchise",
303,28-hour,"in 1938 and by derk - jan dijk and charles czeisler in the 1990s put human subjects on enforced 28 - hour sleep – wake cycles, in constant dim light and with other time cues suppressed, for over a month. because normal people cannot entrain to a 28 - hour day in dim light if at all, [ citation needed ] this is referred to as a forced desynchrony protocol. sleep and wake episodes are uncoupled from the endogenous circadian period of about 24. 18 hours and researchers are allowed to assess the effects of circadian phase on aspects of sleep and wakefulness including sleep latency and other functions.",0.0
304,,"bureau of land management, approximately 65 % of alaska is owned and managed by the u. s. federal government as public lands, including a multitude of national forests, national parks, and national wildlife refuges. of these, the bureau of land management manages 87 million acres ( 35 million hectares ), or 23. 8 % of",
305,the main (a tributary of the rhine),"[cls] which tributary is located on the southern border? [sep] the most important river in thuringia is the saale ( a tributary of the elbe ) with its tributaries unstrut, ilm and weiße elster, draining the most parts of thuringia and the werra ( the headwater of the weser ), draining the south - west and west of the land. furthermore, some small parts on the southern border are drained by tributaries of the main ( a tributary of the rhine ). there are no large natural lakes in th",0.0
306,cell walls,"[cls] how are cells held in place in plants and fungi? [sep] all animals have eukaryotic cells, surrounded by a characteristic extracellular matrix composed of collagen and elastic glycoproteins. this may be calcified to form structures like shells, bones, and spic",0.0
307,,,
308,,"javan tigers? [sep] however, excessive hunting and poachers have also contributed heavily to the endangerment, extirp",
309,biannual,"- sharing were among efforts to encourage alternate, greener forms of transportation. [sep] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad]",0.0
310,,,
311,,,
312,madison square garden,"out at the last - minute, which saw their late replacement on the show, emi labelmate the",0.0
313,,"##re nagy government of withdrawal of hungary from the warsaw pact, soviet troops entered the country and removed the government. soviet forces crushed the nationwide revolt",
314,2009 mtv video music awards,,0.0
315,the bow,"apollo hold in his left hand? [sep] the earliest examples of life - sized statues of apollo, may be two figures from the ionic sanctuary on the island of delos. such statues were found across the greek speaking world, the preponderance of these were found at the sanctuaries of apollo with more than one hundred from the sanctuary of apollo ptoios, boeotia alone. the last stage in the development of the kouros type is the late archaic period ( 520 – 485 bc ), in which the greek sculpture attained a full knowledge of human anatomy and used to create a relative harmonious whole. ranking from the very few bronzes survived to us is the masterpiece bronze piraeus apollo. it was found in piraeus, the harbour of athens. the statue originally held the bow in its left hand, and a cup of pouring libation in its right hand. it probably comes",1.0
316,1366,"balkans were divided between the new kingdom of serbia, the second bulgarian empire and the city - state of venice",0.0
317,1895,,0.0
318,,"as aluminium, can be altered by alloying it with another soft metal, like copper. although both metals are very soft and ductile, the resulting aluminium alloy will be much harder and stronger. adding a small amount of non - metallic carbon to iron produces an alloy called steel. due to its very - high strength and toughness ( which is much",
319,,,
320,less,,0.0
321,,,
322,mostly negative,,0.0
323,india,military and economic tensions between britain and germany were major causes of the first world war,0.0
324,nato,"gaining the support of amazigh ( berber ) communities of the nafusa mountains, who had long been persecuted as non - arabic speakers under gaddafi, the ntc armies surrounded gaddafi loyalists in several key areas of western libya. in august, the rebels seized zliten and tripoli, ending the last vestiges of gaddafist power. on 25 august, the arab league recognised the ntc to be "" the legitimate representative of the libyan state "", on which basis libya would resume its membership in the league. [sep] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad]",0.0
